AccountNumber BranchId GroupIds
ACC04ba 557 49,16,46,48,15,36,53,33,45,18,1,25,2,4,38,39,31
ACC05b1 450 10,45,44,41,19,12,11,23,7,26,30,13,15,3,32,53,33,29,38,16,51,31
ACC0312 251 48,18,43,5,22,42,50,11,39,13,15,38,28,10,30,49,23,45,53
ACC040a 451 11,7,14,35,6,15,39,10,8,23,22,32,47,42,34,50,27
ACC0ac 328 18,46,2,21,52,7,14,23,20,47
ACC045e 130 27,35,9,1,26,16,45,20
ACC086 429 42,33,46,14,17,12,31,35,44,7,51,37,43,9,27,29,25,34,15,16,10
ACC0381 550 15,28,36,1,21,49,26,29,19,32,8,48,31,5,34
ACC02c8 159 53,14,51,52
ACC014b 566 18,45,23,36,43,29,28,8,24,15,38,46,50,27,11,3,52,47
ACC077 331 35,45,2,42,8,4,28,10,26,31,3,0,37,36,47,49,25
ACC054c 58 9,16,22,33,15,7,46,51,50,26,20,40,53
ACC0df 216 38,51,34,39,1,8,30,25,28,12,31,45,26,47,53,27
ACC052a 70 38,17,27,5,39,41,25,20,48,44,32,23,8,36
ACC06e6 502 32,9
ACC0e7 329 34,53,22,46,28
ACC023b 71 54,15,22,13,2
ACC045f 227 49,38,48,12,40,8,32,28,15,13,23,45
ACC02d9 378 49,44,23,20,29,28,31,11,51,54
ACC027e 514 36,29,24,38,40,34
ACC04c7 413 18,36,6,17,31,40,30,41,32
ACC01f4 537 53,10,22,20,0,36,19,44,47,42,45
ACC03ce 98 19,47,46,29,41,5,1,27
ACC068 368 5,11
ACC022b 55 9,40,0,8,32,29,11,49,46,6,10,54,13,19,20,35,42,51,37,22,18,15
ACC0105 70 22,23,47
ACC0163 110 32,31,3,48,34,51,13,20,38,0
ACC0f6 481 47,46,13,19,35,33,37,32,16
ACC02d0 99 13,45,51
ACC058b 145 8,36,47,50,52,20,10,19,18,49,23,35,6
ACC017a 580 46,35
ACC04c0 514 19,30,9,52,23,29,25,51
ACC06d7 311 0,12,42,35,52,47,34,28,22,24,53,25,7,31,29,1,27,30,20
ACC0280 523 20,51,17,15,41,21,42,12,39,46,4,8,14
ACC0385 9 49,51
ACC0594 501 11,52,49,46,8,10,44
ACC05e1 2 1,39,9,50,13,32
ACC07b5 16 42,36,40,12,10,51,28,46,8,22,53,15,31,24,32
ACC0522 149 22,41,6,16,33,37,38,3,2,26,30,8,32,27,53
ACC06dc 522 19,18,3,45,48,35,43,40,50,5,38,44,52,21,39
ACC02d7 514 15,12,6,49,26,45,36,34,2,7,28,44,8,19,31,53,48
ACC0619 309 49,45,1,27,22,43,8
ACC07c7 319 18,29,28,7,9,49,34,26,1,41,4,53,35,43,0,47,8,32,19,22
ACC0227 370 47,30,45,4,51,3,43,39,25,53,38,36,44
ACC02f7 64 30,1,47,41,33,11,27,51,7,43,16,37,25,26,23,18,40
ACC0413 313 19,49,47,21,28,24
ACC028b 16 38,11,1,15,21,30,34,39,17,41,44,10,43,27,33,54,3,52,12,23
ACC07cc 249 42,46,7,13,14,16,2,34
ACC0371 455 7,43
ACC01a9 89 47,13,49,18
ACC04fe 179 49,48,38,44,43,32,31,9,45,25,3,18,5,1,27,36,22,29,35,42,2
ACC0102 435 17,19,18,47,50,4,2,23,40,5,52,43
ACC03b5 328 4,15,2,19,33,36,0,20,28,43,41,21,47,37,27,38,40,53,16
ACC0344 105 52,8,51,11,25,30
ACC01f9 126 54,33,13,1,21,52,9,36,26,47,40,0,5,15,30,48,44,8,4,46,18,45,39
ACC010b 441 14,50,12,45,19,20,49,11,36
ACC06f8 230 38,44,26,27
ACC049 159 38,15,12,1,27,11,5,48,6,35,36,32,3,7
ACC06f5 60 9,35,46
ACC0199 61 51,52,43,20,12,31,48,4,14,38,35,25,16,37,10,40,27,54,32,2,53
ACC078a 89 3,34,12,30,41,43,37,15,36,22,20,54
ACC0366 67 38
ACC0383 100 35,23,46,40
ACC05e6 80 49,0,33
ACC05c5 120 18,31,26,3,32,5,43,42,16,44,6,25,50
ACC0254 258 18,46,4,33,51,7,9,47,42,39
ACC0d 344 37,4,6,14,47,9,32,13,21,38,53,18,31,3
ACC04e9 89 30
ACC04af 434 43,34,16,37,38,11,51,18,32
ACC066d 375 38,20,17
ACC0135 134 0,34,48,36,43,51,21,14,52,9,49,42,31,20,17
ACC0394 463 47,41,10,50,43,26,5,45,19,21,53,18,14,52,40,22,3,37,20,28,15
ACC04bd 4 49,48,47,20,11,22,37,19,34,12,51,43,41,25,15,13,3
ACC048 138 34,1,7,3,6,42,21
ACC0691 297 27,19,14,44,42
ACC05fa 260 20,50,14,33,10,6,34,24,13,42,44,46,35,53,22,40,30,23,25,0,2,19
ACC020d 160 41,49,4,21,8,12,51,53,15,44,43,24,6,36,3,20,2,19,16,46,18,48,11,37
ACC0299 489 11,27,42,36,31,33,53,21,46,12,19,29,35,52,50,51,39,38,45,18,13
ACC0342 535 23,34,38,2,24,14,40,50,53,5,19,44,1,10,37,12,42,45,33,25,26,32,11
ACC04c8 555 52,24,26,17,19,33,31,34,21,0
ACC015c 351 52,40,47,18,14
ACC06f0 422 15,20,19,29
ACC05c9 100 10,41,16,6,31,7,11,21,9,17,42,54,27,36,0,50,15,33,34,47,52,19,24,23
ACC0422 530 4,3,10,1,24,21,37,48,28,30,51,44,26,11,29,20,52
ACC06f 405 39,24,37,21,41,1,44,13,16,29,8,28,45,23,53,25,49,42
ACC072e 543 13,25,18,3,12,10,14,26,0,35,33,47,15,41,19,53,54,21,44,31,48
ACC01fa 53 54,26,10,24,4,17,0,1,40,13,22,9,3,5,44,8,51,25,11
ACC0382 435 31,39,28,49,14,42,30,16,45,15,38,18
ACC038f 305 22,45,0,17,48,39,10,3,38,26,34
ACC0cb 299 50,26,47,22,29,39,21,5,41,40,52,35,10,33,19,7,25,9,0,24,38
ACC00 87 50,53
ACC03e7 226 10,26,38,53,30,17,37,13,14,31,33,25,39,7,1,52,15,32,8,18,45,4,51,48
ACC01d3 544 40,53,28,51,9,19,32,22
ACC0359 165 22,11,32,3,20,17,45,0,39
ACC02c7 148 24,10,52,40,49,36,31,48,16,29,7,26,23,19,27,0,39,35,50,13,38
ACC0446 347 21,19,43,29,7
ACC068f 475 2,12,5,19,51,32,18,10,4,13,34,45,30,41,27,28
ACC0716 400 21,28,26
ACC01f7 83 41,49,35,6,52,16,46,12,39
ACC0675 392 27,48,47,0,5,53,24,46,15,36
ACC0a6 67 49,0,12,22
ACC0560 353 33,42,0,30,20,13,48,47,41,54,11,32,1,53,5,29,35,9,39,45,44,26
ACC043f 559 29,35
ACC0795 25 9,2,26,18,44,6,54,1,39,16,38,27
ACC04d3 150 1,20,29,22,26,11,5,27,37,30,16,51,44,52,12,3,24,54,28,53,35,46
ACC0659 507 44,40,41,2,29,42,4,16,33,28,27,48,8,36
ACC02d 591 6,28,18,1,53,3,23,12,33,35,11
ACC0752 66 43,18,6,47,32,22,5,51,14,9,33,41,34,38,31,25,23,42,37
ACC0706 54 38,2,53,52,11,9,13,22,46,28,16,19,36,33,7,23,41,6,20,0,25,1,17,18
ACC044c 27 44,8,4,0,26,22,50,3,28,24,25,34,39,35,23,16,19,32,1
ACC04de 269 46,12,0,49,34,28,42,29,31,33,40,43,18,9,25,13,4,47,27,16,30
ACC0714 415 5,40,29,20,49,9,6,44,37,18,42,15,51,43,26,35,25,12,34
ACC0241 13 8,32,10,6,4,0,24,43,45,46,7,42,14,1,39,23,40,3,49
ACC01ed 235 17,44,46
ACC02a3 511 18,26,47,24,14,41,8,52,40,12,0,7,21,2,20,42,36,15,33,9,51,6
ACC0332 88 20,32,21,22,15,12,34,53,37,40,47,45,16,25,27,6,0
ACC052c 146 6,50,45
ACC0250 65 20,44,48,31,41,16,21,12,15,14,38,32,34,49,8,43
ACC06aa 156 21,37,36,34,40,26,18,11,20,7,8
ACC0126 137 34,2,8,0,35,37,22,13,9,53,40
ACC0610 544 9
ACC0e0 588 29,10,2,47,34,17,4,7,39,37,26,48,43,31,42
ACC03f1 324 26,14,23,3,52,50,33,5,10,46,48,12,18,51,7,35,28,44
ACC0224 414 9,31,53,4,32,27,34,17,30,49,39,18,14,0,29,35,24,7,42,52,22,37,54
ACC0602 140 40,26,51,35,18,45,3,50,34,48,53,24,28,8,49,27
ACC058f 502 24,21,34,32,51,3,36,38,5,41,4,23,0,39,42,50,7,37,27,14,53,22,10,44
ACC071a 546 33,11,0,42,28,6,49,20,41,8,17,40,36,15
ACC0797 559 19,17,0,29,1,14,26,22,33,3,36,12,7,47,21
ACC02cf 536 43,30,8,1,51,34,9,10,0,7,37,45,17,49,22,24,40,25,35,5,6,47,29,4
ACC07b0 245 10,13,48,21
ACC0547 284 45,4,1,36,16,34,23,6,0,15,49,8
ACC0152 18 26,10,37,14,39,32,34,45,6,41,20,49,46,48,50,9,13,51,29,54
ACC030e 129 32,30,6,54,37,17,16
ACC0472 176 43,53,38,27,42,7,16,49,40,17,24,4,36,51,33,30,37,45,26
ACC0340 138 46,4,5,1,19,32,54,20,52
ACC01ac 146 38,33,19,27
ACC06d6 175 31,54
ACC075c 434 4,20,44,14,52,40,8,47,13,9,12,16,49,6,36,54,38,19,5,39,41,34
ACC070a 258 19
ACC0107 499 22,32,43,40,14,19,34,15,24,31,16,45,38,51,46
ACC073e 524 38,10,51,44
ACC03aa 380 50,34,26,33,10,14,7,39
ACC012e 134 53,41,7,4,0,26,29,38,44,39,50,43,49,46,25,23,20,33,30,24,22,14
ACC010 344 12,54,53,1,10
ACC029a 61 35,41,47,9,10,42,22,18
ACC029d 128 53
ACC02dc 346 18,8,42,39,26,31,12,36,43,3,10,45,48,5,24,23,46,35
ACC03b4 256 47,35,13,29
ACC0255 337 47,24,48,13,40,11,32,28,14,33,42
ACC0128 17 7,49,34,37,30,43,47,44,35,40,12,8,36,3,45,25,18,15,17,24,28
ACC0377 450 53,4,21,13,44,33,3,28,0,7,43,18,2
ACC018c 430 15,16,29,41,44,11,18,22,19,6,4,43,35,54,30,10,53,33,13,9
ACC0ec 481 47,17,42,21,15,10,40,26,12,11,1,13,16,2,45,5,28,22,41,36,0,4,8,23
ACC01fb 310 2,1,51,12,4,48
ACC01c9 567 54,29,25,8,11,51,6,24,13,3,26,4,49,35,50,43,10,21,18
ACC034f 445 45,30,28,24,5,9,40,6,16,35,46
ACC0338 267 30,3,37,29,49,47,6,9,20,26,28,46,12
ACC0445 411 24
ACC0245 234 10,46,19,42,32,23,4,30,5,1,40,17
ACC0682 405 28,48,29,43,53,15,0,23,54,38,44,24,35,31,37,14,36,34,6,11
ACC0327 191 22,30,40,46,2,3,52,36,4,20,28
ACC059c 363 32,27,35,2
ACC03a5 554 15,6,16,29,27,26,46,51,2,47,3
ACC0609 333 29
ACC0737 173 16,25,1,35,45,6,12,11,5,4,50,37,0,18,22,33,38,42,28,30,43,3,49,52
ACC03d0 15 43,28,31,14,19,37,12,50,52,34,20,23,41
ACC0554 236 49,48,8,42,4,23,9,30
ACC0215 167 26,20,43,9,33,1,12,22,35,18,15,38,21,52,14,2,41,39,3,23,16,8
ACC03e9 61 7,53,14,41,46,1,54
ACC0bc 135 54,16,15,31,45,36,4,47,3,28,25,21,43,5,40,37,49,46,32,9,52
ACC0a8 599 10,36,35,16,25
ACC0297 564 52,41,22,47,54,29,43,14,9
ACC0440 63 3,45,12,38,25,40,9,44,33,26,27,30
ACC07bc 83 17,48,25,21,1,44,36,14,32,33
ACC033b 96 6,3,40,37,13,46,24,26,5,47,17,28
ACC0b5 330 23,34,17,32,31,24,47,38,9,2
ACC055d 572 10,34,14,43,0,18,19,5,40,22,32,41,3,49,31,25,45,48,53,13,21
ACC0be 597 51,47,14,53,33
ACC0104 462 49,12,32,24,34,9,31,52,33,46,39,6,22,35,17,3,23
ACC03d2 378 38,14,8,23,51
ACC01fd 462 0,21,12,9,32,47,50,23,5,48,19,30,17,38,1,31,26,51,42,37,43,16,10
ACC05ae 263 16,29,12,37,21,28,32,54,0,46,26,27
ACC060b 471 35,52,39,31,33,51,40,27,24,9,18,15,23
ACC069b 79 26,48,12,46,36,31,49,27,35,52,23,7,54,13,5
ACC07ad 38 43,26,39,42,16,50,11,12,54,2,5,4,22
ACC02d6 303 27,2,50,54,51,41,20,42,12,11
ACC043c 167 37,17,4,13,15,14,29,7,8,20,47,44,25,30,45
ACC018 472 25,34,51,42,35,48,5,13,7,12,29,8,6,41
ACC03d9 248 23,47,33,17,19,46,4,25,45,20,34,26,14,40,22,39,30,32,42
ACC03ec 13 37,10,25,21,40,13,24,20,15,9,45,53,26,18,4,46
ACC01ee 344 33,24,40,45,23,8,17,26,10,29,52,5,51,15,28,11,35,30,31,41,38,39
ACC03c1 546 27,8,17,2,36,7,13,28,0,6,26,43,11,47,45,32,51,18,54,53
ACC0cc 368 22,20,35,14,3,13,51,21,28,8,45,19,47,44,5,17
ACC065b 245 47,54,49,4,28,11,3,26,25,16,52,42,53,7,31,40,6,15,19
ACC02de 413 49,36,25,1,10,35,42,48,16,46
ACC01cc 94 34,3,37,16,43
ACC01a5 266 25,38,48,37,13,17
ACC059d 234 40,29,7,38
ACC0167 342 15,45,26,27,4,5,48,1,49,24,2,35,31,14,32,18,54,53
ACC0507 393 7,4
ACC0279 588 30,4,14,43,25,31,18,47,52,44,13,22,24,50,8,10,53,17,54
ACC04a0 570 8,42,15,25,54,10,43,13,39,7,53,20,29,14,48,24,41,11,23,16,49
ACC02a 463 11,0,19,10,51,16,30,44,1,25,43,8,42,15,40,22,31,45,20,47,46
ACC05d0 397 49,54,53,20,26,8,25,22,41,7,43,17
ACC03a4 585 44
ACC0497 543 12,48,43,0,37,17,44,27,32
ACC0154 417 19,9,5,45,43,36,25,22,12,18,32,53,6,41,30,2,47,4,49,52,29,14,35,26
ACC0b6 144 3,22,2,43,16,25,31,47,14,30,32,24,28
ACC0715 482 34,7,12,53,11,18,15,41,16,19,23,28,26,9,44,43,36,38,35,4,24,51,22,8
ACC0b9 444 23,37,25,32,36,41,43,50,48,52,0,15,27
ACC053 173 1,47,34,15,41,29,5,13,46,6,12,36,7,23,4,42,51,26,49,17,22,20
ACC01a0 377 18,0,28,22,24,10,15,2,6,3,45,47,1,21,27,19,29,30,4,5,51,12
ACC064 271 20,21,27,25,2,30
ACC012d 253 11,52,17,26,10,53,25,48
ACC0459 564 41,5,40,36,24,50,21,28,2,15,13,10,9,4,46,7,20,0,30,48,31,23,11
ACC02cb 49 9,20,40,14,23,11,31,36,10,28,5,24,16,15,52,47,21,45
ACC0529 54 37
ACC045d 458 27,30,13,47,37,50,7,3,4,34
ACC0335 573 35,53,48,21,50,22,23,36
ACC0146 149 35,54,11,52,4,28,51,53,43,7,21,25,1,38,14,15
ACC064a 391 25,6,52,34,23,0,30,39,47,43,1,7,29,15,31,28,24,50,48,14,51,17,2,45
ACC0758 417 30,10,12,16,53,20,50,15,31,35,21,1,36,2,19,42,3,45,48,18,26,8
ACC06ca 39 1,32,40,45,21,41,5,26,4,19,10,28
ACC027 126 37,1,20,17,39
ACC04e8 386 8,26,39,29,35,47,50,53,43,40
ACC0229 285 7,41,1,49,13,45,27,8,30,32,37,35,19,29,54,20
ACC0124 192 25,12,27,33,39,35,42,13,44,8,21,54,51,34,20,0,49,52,50,47,9
ACC0621 49 23,29,24,39,40,47,46,16,10,43,17,20,4,13,14
ACC0111 337 11,12,46,52,8,22,54,35
ACC018f 19 15,4
ACC04a2 69 13,27,9,50,3,51
ACC0416 239 22,17,35,15,53,13,9,23,42,4,54,36,20,11,27,29,7,38,5,49,10,8,44,21
ACC05ce 107 29,47,21,52
ACC0405 283 53,47,40,8,4,27,12
ACC0406 507 27,11,54,0,35,47,3,8,6,4,19,53,52,39
ACC02af 246 10,50,54,21,0,15,6,16,38,26,48,17,7,13,34,46,28,19,8,22
ACC024b 141 43
ACC0747 130 48,3,29,30,36,44,31,39,52,11,45,5,21,35,20,24
ACC062d 243 45,31,29,27,17,52,37,21,28,54,23,7,0,12,49,46,53
ACC0261 114 39,31,53,24,37,43,9,30
ACC0565 450 47,40,26,0,37,22,38,10,11,19,23,35,15,41,17,27,29,9,54,39
ACC0234 474 39,53
ACC02f5 433 14,8,18,12,11,54,24,4
ACC0355 290 19,10,20
ACC0680 338 39,47,11,22
ACC0600 227 7,13,39,52,44,29,17
ACC0461 3 37
ACC02cc 255 16,11,17,31,47,12,9,41,26,1,35,10,46,6,44,34
ACC019b 112 20,2,12,28,39,38,30,17,6,1,5,22,24,26,33
ACC0170 329 21,14,33,53
ACC0161 142 22,45,40,12,14,19,6,25,7,26
ACC023c 312 37,46,18,5,22,43,9
ACC012 27 16,34,1,54,28,51,49,47,52,36,27,3,4,18,35
ACC0fc 364 34,29,45,46,25,43,48,6,53,37,50,17,13,36
ACC0746 24 36,4,34,13
ACC060f 339 34,35,0,38
ACC0ee 503 22,26,50,28,17,42,46,52,44,12,36,54,25,1
ACC0531 288 33,7,3,43,32,1,20,21,49,6
ACC0638 289 35,2,48,38,39,27,24,16,17,20,26,31,42,0,21,41,29,54,34,4,9,52,44,33
ACC058e 2 9,2,30,7,0
ACC05f3 348 12,47,24,35,44,49,48,40,52,10,15,16,21,2,1,3
ACC06c1 126 33,21,6,18,5,0,44,37,17,46,8,50
ACC011 241 19,40,53,38,23,20,3,25,45,41,29,12,0,52,15,50,33,34,2,39,22,46,27
ACC03fa 57 5,26,0,12,47,13,22,32,27,16,6,43,9,50,7,20,41
ACC0194 464 18,13,47,17,32
ACC02b9 589 52,32,18,19,49,28
ACC0704 198 1,32,20,8,17,10,31,47,54
ACC0d6 363 1,39,10,14,19,9,27,45,8
ACC02ec 457 2,47,9
ACC090 107 18,15,0,25,7,11,50,30,3,42,37,19,10,22,51
ACC05e9 64 9,14,54,29,47,16
ACC0566 442 17,18,0,9,20,26,3,16,30,28,53,45,51,52,12,29,31,8
ACC074a 15 39,54,25,23,53,19,41,14,12,47,16,48,30,37,34,10,6,33,5,29,11
ACC01d5 330 41,16,11,37,15,53,32,5,20,23,21,50,4,19,10,3,8,27,24,25,39,49,48,36
ACC078f 516 53,33
ACC0271 555 3,32,5,54,39,52,31,44,10,19,35,34
ACC02fa 350 20,14,19,0,46,15,47,44,52,42,13,49,51,28
ACC05f0 436 41,40,17,33,15,52,35,8
ACC015b 428 38,31,21,30,44,11,50,1,41
ACC0a3 261 18
ACC0478 279 30,52,27,44,16,46,28,24,53,41
ACC043a 500 11,49,51
ACC0357 252 27,40,34,4,50,22,32,52,1,31,20,7
ACC04da 105 31,14,16,45,49,42,24,29,48,11,21,43
ACC0480 54 23,32,44,48,1,18,37,13,12,50,22,8,16,31,26
ACC016d 189 39,35,9,8
ACC06c7 450 11,2,18,40,21,48,7,10,4,14,53
ACC0729 16 10,32,15,43,5
ACC0464 203 48,49,42,37,31,8,12
ACC0378 336 41,17,4,1,26,23
ACC0316 327 15
ACC03e5 213 25,12,20,24,13,29,28,5,2,43,10,3,41,31,39,1,33,50
ACC0e9 98 11,36,44,3,23,31,15,4,0,53,35,17,9,46,54,22
ACC0101 517 43,0,10,6
ACC0348 549 20,8,16
ACC01d2 594 47,28,25,54,18,12,33,50,51,44,48,24,26,19,31,3,8,10,22
ACC06d2 582 37,5,44,30,16,24,14,22
ACC0603 166 33,20,36,52,29,7,51,21,34,30,1,31,17,14,53,22,38,6,50,8,39,49,27,13
ACC0414 76 32,50,30,19,8
ACC0400 3 43,34,45,22,3,48
ACC0313 116 41,44,40,20,3,49,6,30,46,43,27,37
ACC023a 68 34,45,43,42,9,19,20,30,48,22,41,46
ACC021f 531 26,51,12,44,34,6,46,3,40,24,23,20,49
ACC05f9 227 27,42,37,20,23,47
ACC0629 374 10,48,9,41,40,24,6,43,33,7,19,1,38,14,35,34,5,29,42,45,39,31,15,36
ACC06cd 541 26,43,23,46,36,28,47,52,39,15,1,49,21,4,10,19,18
ACC021c 472 44,9,37,5,24,34,28,35,22,6,29
ACC04f6 111 16,48,38,1,10,30,32,34,23,9,14,13,24,54,28,26,27,43,4,21,0,42
ACC03ee 155 32,18,45,4,0,2,19,17,51,27,41,21,34,11,28,33,8,38,47,15,36
ACC04c6 556 37,40,16,27,13,54,2,20,38,46,53,19,12,4,42,48,14,18,21,8,1,22,32,29
ACC064f 287 41,52,15,0,26,11,18,8,13,37,46,51,27,22,39,47,23,31,35,42,16,48,54
ACC038e 397 24,12,22,4,33,46,51,17,34,14,53,9,10,47,8
ACC0616 19 39,43,45,33,14,53,37,54,1,20,3,13,31,15,21,16
ACC05cb 179 39,22,5,37,9,38,51,17,28,53,52,45,47,4,25,3,50
ACC062c 34 8,40,33,7
ACC0798 451 14,25,46,30,15,0,36,40,26,43,6,1,42,16,28,23,38,50,27,13,8,52,48,32
ACC03e 131 47,19,16,3,9,32,29,28,52,14,33,8,17,0,40,45,20,31,12,53,24,30,37,27
ACC059e 192 2,10,44,28,9,32,42,41,4,3,38,39,27,35
ACC01ae 503 50,42,11,35,32,12,13,6,1,37,33,25,27,2,44,30,52,8,39,22,17,23,9
ACC027c 91 38,40,32,4,16,29,15,47,3,37,21,19,0,48,42,52,9,39,23,51,33,12,24
ACC070f 53 23,47,25,10,17,0,11,36,6,16,14,43,39
ACC06d1 588 17,11,35,53,51,15,52,9,42,1,39,16,28,44
ACC03a8 452 37,18,34,52,0
ACC048b 221 52,16,43,25,51
ACC06eb 533 24,54,49,16,18
ACC05d8 567 48,14,44,10,37,12,1,47,27,18,52,26,36,40,7,6,13,32,31,25,43
ACC010f 334 29,12,38,48,15,18,36,39
ACC06d5 208 26,19,32,17,3,39,5
ACC0494 311 0,52,19,3,48,26,15,1,46,22,45,27,12,40,54,39,41,28,43,38,17,42,32
ACC071c 406 12,15,52,24,42,21,1,14,10
ACC045a 218 1,37,54,11,3,2,29,31,52
ACC070b 477 44,45,7,39,3,49,26,22,41
ACC054d 98 50,41,16,4,49,40,32
ACC05f2 217 27,54,31,42,30,20,3,15,10,48,29,53,5,13,50,2
ACC02ab 78 51,40,15,6,28,36,16,33,1,9,14,43,37,5,11,4,31,22,32,44
ACC0149 271 48,20,37,22,26,49,28,18,14,41,10,53,7,16,17,47,52,15,33,0,39,38
ACC0304 330 1,23,43,30,37,10
ACC06ae 274 32,46,50
ACC04a6 218 49,32,8,12,2,44,4,50,13,43
ACC0264 25 35,17,42,37,30,24,12,1,44,0,26,34,13,31,52,15,53,22,10
ACC0794 469 11,46,16,10,27,7,38,14,43,5
ACC0630 86 51,34
ACC0771 192 23,20,8,25,40,27,49,42,41,48,2,47,53,18,35,39,15,14,21,9,0,34
ACC06b6 37 39,20,2,9,29,14,50,46,51,7,0,42,33,21,18,8
ACC0392 93 18,31,36,44,12,32,10,52,43,50,39,30,54,21,23,35,28,7,45,6,38,16
ACC07a2 439 25,22,19,18,41,49,6,52,5
ACC0765 444 45,39,21,32,41,15,43,17,11,49,18,36,20,8,52
ACC063d 71 37,18,42,38,15,45,39,29,32,22,35,33,40,11,21,16,41,44,10,13,36,30,20,28
ACC036b 187 6,21,49,41,31,39,0,45,22,7,50,40,10
ACC055e 214 15,46,43,34,33,2,50,42,47,7,24,29,19,14,44,53
ACC0668 420 23,4,54,12,0,2,52,6,46,19,3,26,36,48,50,13,9
ACC0dd 173 49,38,39,43,45,42,19,15,0,6,22,24,4,2,40,14,20,44,36,52,53,30,33
ACC03a1 470 11,41,42,23,53,9
ACC046b 543 0,15,11,32,18,8,31,9,3,41,45,50,34,4,49,37,5,12,7,22
ACC0412 110 22,15,3,47,0,1,26,44,48,24,37,49,23,32,42,43,11,19
ACC0467 489 1,20,5,19,26,21,48,22,42,50,49,53
ACC0466 357 46,9
ACC05c7 418 44,30
ACC0cf 268 16,32,44,4,45,33,51,24,41,19
ACC0a5 344 31,52,53,7,36,34,11,2,30,5,20,3,48,14,41
ACC0724 304 34,23,21,54,19,17,18,28,48,47,10,41,33,40,29,27,11,42,53,13
ACC0455 484 34,31,1,4,43,23,5,38,41,10,25,36,12,0,22,14,20,17,50,15,8
ACC0b2 162 33,37,43,13,53
ACC02 246 11,17,29,14,15,31,9,54,51,2,7,1
ACC05d9 303 13,5,53,19,3,34,41,4,16,42,28
ACC01be 324 38,50,5,6,36,23,32,53,54,17,33,41,18,9,30
ACC03db 326 38,36,16,3,34,15,7,18,28,4,47,1,5,49,33,27,10,41,54,11,43,13
ACC0213 325 26,22,45,34
ACC081 186 10,49
ACC0321 453 26,48,18,32,44,14,37,13,51,9,20,3
ACC07af 236 38,47,11,41,28,9,2,20,0,29
ACC06e7 388 3,16
ACC0352 179 49,1,24,7,42,8,32,23,34,28
ACC04b9 195 10,34,45,48,14,49,0,42,52,9,54,50,25,16,24,39,23,4,41,11,43
ACC04cf 84 6,49,8,12,46,11,54,37,13,22,50,42,27,45,18,38,52,53
ACC02eb 175 43,23,33,34,18,20,37
ACC01cb 56 0,36,26
ACC0155 167 0,27,13,34,16,39,36,41,48,2,40,52,10,47,15,45,33
ACC06b1 509 37,19,22,11,51,14,3,24
ACC0721 451 25,17,1,2,8,13,18,26,24,32,47,37,5,50
ACC02e4 233 38,25,11,29,46,18,35,22,40,13
ACC098 98 32,46,28,44
ACC0162 557 34,38,47,53,12,45,31,50,25,11,8,54,2,23,22,40,21,15,17,14,13,19,29
ACC01d6 392 52,23,18,38,9,7,2,34,5,35
ACC03c8 547 49,5,9,54,21,38,34,15,53,51,10,17,23,48,41,24,8,32,30,12,52
ACC060a 204 14,22,10,50,31,20,42,30,18,45,1,17,44,52,13,48
ACC06fd 493 31,27
ACC0622 214 13,51,6,25,1,24,11,4,9,34,44,50,30,14,31,33,47,0,17,21,18,45,43
ACC04c3 556 11,47,36,24
ACC02bc 48 16,13,9,41,38,53,40,1,34,15,25,49,22,6,14,10,50,20,36,3,54,23,39,32
ACC015 423 5,37,24,46,38,53,19,41,26,9,8,15,33,12,27,13,25,4,40,28,32,36,0
ACC0369 407 27,13,54,48,22,51,29,25,12,38,6,52,7
ACC077d 203 12,10,34
ACC060e 239 0,47,53,41,35,43,15,16,23,11,39,46,31,30,34,18,5,27,49,21
ACC0de 503 42,45,23,39,50,32,48,22,26,9,6,19,17,43,12,35,33
ACC034 325 20,21,36,3,13,52,50,14,9,0,27,24,23
ACC0475 249 49,41,26,9,37,36,11,7,47,1,13,15,24,30,21,14,42,53,52,0,17
ACC0605 239 7,10,54,14,34,48,28,50,17,4,32,44,38,19,24,29,47,27,15,22,21,52,45,41
ACC0f9 486 28,37,31,32,48,19,5,33,50,39,44,43,38,54,20,46,10,3,18,2,1
ACC0486 248 46,24,14,4,16
ACC06c 445 33,6,11,20,16,15,47,37,36,39
ACC04f0 120 17,9,1,8,28,35,46,37,13,48,7,43,15,30,32
ACC0643 537 25,46,38,24,48,22,18,16,37,36,3,32,45,7,15,54,17
ACC0572 257 0,54,52,45,39,11,2,13,44
ACC0534 354 32,0,20,38,47,14,37,42,4,49,17,18,26,50,11,52,28,51,41,2,21,44,24,33
ACC0549 262 29,2,21,36,34,33,30,47,24,26,42,39
ACC03ab 399 22,25,17,35,27,36,42,37,10
ACC083 46 8,17,40,49,15,53
ACC064b 466 23,15,31
ACC0496 354 12,49,4,13,26
ACC03b8 12 10,25,37,12,36,49,24,18,42,9,22,13,27,43,16,32,44,8
ACC0191 203 18,51,21,20,48,14,16,6,34
ACC06e3 22 52,11,13,50,5,33,1,24,31,36,49,17,10,2,30,8,44,43,32,40
ACC05d6 392 3,0,51,14,2,49,36,31,47,12,29,24,18,8,43,33,19
ACC064e 472 20,31,30,53
ACC0f0 502 36,0,53,26,4,12
ACC073 397 53,43,19,11,31,0,1,29,14,13,38,49,20,7,18,4,22,45,25,10,52,26
ACC07ae 232 3,31,10,43,45,49
ACC0595 117 23,45,7,46,31,50,28,39,38,22,25,37,41,3,29,13,0,51,4,24
